isbn13,gender,age,bukbu,dalseochild,dowon,bonly,sungseo,topic,bookname,bookurl
9791155813447,F,40,0,0,1,0,0,16,문장 교실 : 글쓰기는 귀찮지만 잘 쓰고 싶어,https://image.aladin.co.kr/product/26371/8/cover/k062738222_1.jpg
9788984291713,M,14,0,0,1,0,0,18,소유와 자유,https://image.aladin.co.kr/product/24353/12/cover/8984291714_1.jpg
9788955889499,M,40,1,1,1,0,0,17,옆집의 방화범,https://image.aladin.co.kr/product/24363/60/cover/8955889496_1.jpg
9791190955089,M,8,1,0,1,1,1,12,트릭 미러 :우리가 보기로 한 것과 보지 않기로 한 것들,https://image.aladin.co.kr/product/26265/13/cover/k882738583_1.jpg
9791164050772,F,40,0,0,1,1,0,2,괜찮다는 거짓말 :우울증을 가리는 완벽주의 깨뜨리기,https://image.aladin.co.kr/product/24790/60/cover/k452633476_1.jpg
9791191187694,M,14,1,0,1,0,0,1,지금 물 올리러 갑니다,https://image.aladin.co.kr/product/26620/80/cover/k662739133_1.jpg
9788961559195,F,40,0,0,1,0,0,18,동굴을 믿어줘 - 따돌림 없는 교실을 향해,https://image.aladin.co.kr/product/26566/24/cover/8961559192_1.jpg
9791162850718,F,8,0,0,1,1,1,9,전지적 지구 시점,https://image.aladin.co.kr/product/26204/6/cover/k602738181_1.jpg
9791196159085,F,14,0,0,1,0,0,8,"스스로 좋은 투자에 이르는 주식 공부 - 투자에 임하는 마음, 주식을 분석하는 기술",https://image.aladin.co.kr/product/26079/9/cover/k542737155_1.jpg
9791189269760,F,40,0,0,1,0,0,19,"인도 네팔 순례기 :부처님의 삶, 나의 존귀함을 찾는 길",https://image.aladin.co.kr/product/25803/70/cover/k412736235_1.jpg
9788954677271,F,40,0,0,1,0,0,13,아니야!,https://image.aladin.co.kr/product/26420/95/cover/8954677274_1.jpg
9788965463535,F,8,1,1,1,0,1,5,우투리 하나린,https://image.aladin.co.kr/product/22908/39/cover/896546353x_1.jpg
9791196357047,M,14,0,0,1,0,0,9,금강경 강송,https://image.aladin.co.kr/product/26402/94/cover/k012738322_1.jpg
9788950993986,M,50,0,0,1,1,1,4,어른의 교양 :지적이고 독립적인 삶을 위한 생각의 기술,https://image.aladin.co.kr/product/26254/75/cover/8950993988_1.jpg
9788936514716,F,20,0,0,1,1,0,10,아이에게 배우는 아빠 - 오늘도 \'거울들\' 앞에서,https://image.aladin.co.kr/product/26318/82/cover/8936514717_1.jpg
9791189797065,F,40,0,0,1,0,0,4,내 청약통장 사용설명서 - 청약통장은 있는데 청약은 모르는 3040 무주택자를 위한 내 집 마련의 기본,https://image.aladin.co.kr/product/25152/21/cover/k222633470_1.jpg
9791196977597,F,30,0,0,1,0,0,7,깔깔 마녀와 아기 올빼미,https://bookthumb-phinf.pstatic.net/cover/180/328/18032815.jpg?type=m1&udate=20210226
9788935213184,F,8,0,0,1,0,1,10,위대한 경제학자들의 대담한 제안 :사상 최악의 불황을 극복하는 12가지 경제 이론,https://image.aladin.co.kr/product/24897/10/cover/8935213187_1.jpg
9791196888237,F,40,0,0,1,0,0,9,2061년,https://image.aladin.co.kr/product/26247/90/cover/k452738480_2.jpg
9791190313759,F,20,0,0,1,1,0,18,첫 집 연대기,https://image.aladin.co.kr/product/26315/88/cover/k802738824_1.jpg
9791165212742,F,8,1,0,1,1,1,4,"(아는 만큼 당첨되는) 청약의 기술 :2030 싱글도, 무자녀 신혼부부도, 유주택자도 당첨되는 청약 5단계 전략",https://image.aladin.co.kr/product/25014/73/cover/k782632828_1.jpg
9788967358600,F,14,0,0,1,0,0,11,사마르칸트의 황금 복숭아 :대당제국의 이국적 수입 문화,https://image.aladin.co.kr/product/26538/20/cover/8967358601_1.jpg
9788976828613,M,40,0,0,1,0,0,10,장애와 유전자 정치 :우생학에서 인간게놈프로젝트까지,https://image.aladin.co.kr/product/26618/89/cover/8976828615_1.jpg
9791164840786,F,40,1,0,1,0,0,2,(야생화의 실전 경매 운영자 쾌걸조로의) 나는 장애를 딛고 부동산 경매로 성공했다,https://image.aladin.co.kr/product/23224/79/cover/k492637201_1.jpg
9788936459352,F,14,0,0,1,0,0,17,비밀을 말할 시간,https://image.aladin.co.kr/product/24790/63/cover/893645935x_1.jpg
9791185823690,F,8,1,0,1,1,1,2,통영백미 :기다림 속에 찾아오는 사계절 바다의 맛,https://image.aladin.co.kr/product/26007/27/cover/k422737420_1.jpg
9788937479946,M,8,1,0,1,1,1,4,"실례지만, 이 책이 시급합니다",https://image.aladin.co.kr/product/25365/97/cover/893747994x_1.jpg
9788946068810,F,40,0,0,1,0,0,12,한국 여성인권운동사,https://image.aladin.co.kr/product/23672/51/cover/8946068817_1.jpg
9791189336325,F,40,0,0,1,0,1,9,글쓰기에 대하여 :작가가 된다는 것에 관한 여섯 번의 강의,https://image.aladin.co.kr/product/26413/17/cover/k402738423_1.jpg
9788932037738,F,8,0,0,1,0,0,10,랭스로 되돌아가다,https://image.aladin.co.kr/product/26213/38/cover/8932037736_1.jpg
9791188469468,F,30,0,0,1,0,0,17,내가 죽으면 장례식에 누가 와줄까,https://image.aladin.co.kr/product/22576/99/cover/k012636832_1.jpg
9791188867585,F,30,1,0,1,0,0,18,지하철이 잠들면,https://image.aladin.co.kr/product/24690/78/cover/k272631596_1.jpg
9788952747341,F,40,0,0,1,0,0,10,모델 시티 평양 :완벽한 도시를 꿈꾸는 북한의 건축물,https://image.aladin.co.kr/product/25647/48/cover/8952747348_1.jpg
9791186372791,M,20,0,0,1,0,1,17,"그냥, 사람",https://image.aladin.co.kr/product/25324/91/cover/k292633501_1.jpg
9791191393026,F,40,1,0,1,1,0,4,"우리가 돈이 없지, 안목이 없냐?",https://image.aladin.co.kr/product/26535/32/cover/k162738627_1.jpg
9788954677257,M,14,1,0,1,0,1,8,천문학자는 별을 보지 않는다,https://image.aladin.co.kr/product/26429/15/cover/8954677258_1.jpg
9791190641357,F,40,0,0,1,1,0,2,예진문의 취미기록,https://image.aladin.co.kr/product/26367/20/cover/k432738228_1.jpg
9791165212094,M,30,1,0,1,0,1,4,월급쟁이 노후준비 무작정 따라하기 :40부터 시작하는 든든한 재테크 & 자산관리 가이드,https://image.aladin.co.kr/product/24428/9/cover/k292630732_1.jpg
9791190242455,M,30,0,0,1,0,1,16,(스타강사 사경인 회계사의) 만화 재무제표 모르면 주식투자 절대로 하지마라,https://image.aladin.co.kr/product/24108/32/cover/k522639534_1.jpg
9791186647479,F,14,0,0,1,0,0,8,(돈이 된다!) 주식투자 :네이버 최고 기업분석 블로거의 족집게 과외!,https://image.aladin.co.kr/product/24367/83/cover/k832630218_1.jpg
9788960498679,F,40,1,1,1,1,1,11,"초3보다 중요한 학년은 없습니다 :학습 격차, 3학년에 시작되고 5학년에 심화된다",https://image.aladin.co.kr/product/25457/22/cover/896049867x_1.jpg
9791191425604,F,30,1,0,1,0,0,8,부자들은 이런 주식을 삽니다 :861% 수익을 올린 젊은 투자자 김현준의 실전 투자법,https://image.aladin.co.kr/product/26549/15/cover/k632738833_1.jpg
9791189576745,M,50,0,0,1,0,0,2,이제는 대기업이 아니라 강소기업이다,https://image.aladin.co.kr/product/26364/11/cover/k752738126_1.jpg
9788936443160,F,40,1,1,1,1,1,18,푸른 사자 와니니 3 - 새로운 약속,https://image.aladin.co.kr/product/25967/84/cover/893644316x_1.jpg
9788962451825,F,30,0,0,1,0,1,9,(내 품격을 높이는) 우리말 사용설명서 :품격있는 언어생활을 위한 필독서,https://image.aladin.co.kr/product/25494/3/cover/8962451824_1.jpg
9788962472332,F,14,1,1,1,1,1,19,내 잠버릇의 비밀,https://image.aladin.co.kr/product/25801/48/cover/8962472333_1.jpg
9791190893428,F,30,0,0,1,0,0,17,라온의 아이들,https://image.aladin.co.kr/product/25974/87/cover/k042737225_1.jpg
9788962185027,F,20,0,0,1,0,0,13,맨큐의 경제학,https://image.aladin.co.kr/product/26238/59/cover/8962185024_1.jpg
9791160802160,F,40,1,0,1,1,1,18,우리집에 화학자가 산다 :김민경 교수의 생활 속 화학이야기,https://image.aladin.co.kr/product/17915/72/cover/k402534655_1.jpg
9791187289555,F,30,1,0,1,0,0,1,인권도 차별이 되나요? :\'나는 괜찮다\'고 여겼던 당신을 위한 인권사회학,https://image.aladin.co.kr/product/18986/29/cover/k722635687_1.jpg
9788987527819,F,14,1,0,1,0,0,3,"화학, 인문과 첨단을 품다",https://image.aladin.co.kr/product/22069/13/cover/8987527816_1.jpg
9791189799052,M,40,1,0,1,0,0,1,"수상한 질문, 위험한 생각들 :세상의 통념을 저격하다",https://image.aladin.co.kr/product/18454/83/cover/k262534357_1.jpg
9788968332395,F,40,1,0,1,0,1,19,(알수록 쓸모 있는) 요즘 과학 이야기 :재미와 교양을 한 번에 채워줄 유쾌한 과학 수다,https://image.aladin.co.kr/product/22134/39/cover/8968332398_1.jpg
9788958821588,F,40,0,0,1,0,0,3,"코로나 영웅, 대한민국을 간호하다 - 코로나 현장으로 달려간 간호사들과 그 가족들의 이야기",https://image.aladin.co.kr/product/26602/13/cover/8958821582_1.jpg
9791197258220,F,14,0,0,1,1,0,8,조선 금수저의 슬기로운 일상탐닉,https://image.aladin.co.kr/product/26237/37/cover/k372738380_1.jpg
9791156161899,F,40,0,0,1,0,0,3,내가 가장 좋아하는 슈크림 :입에서 사르르 부드럽고 달콤하고 향긋한 8×8가지의 슈와 크림,https://image.aladin.co.kr/product/24689/70/cover/k462631595_1.jpg
9791190538268,F,14,0,0,1,1,0,11,나는 나무처럼 살고 싶다 :스페셜 에디션,https://image.aladin.co.kr/product/26237/92/cover/k832738380_1.jpg
9791189430917,F,40,0,0,1,0,1,3,애매한 걸 정리해주는 사전,https://image.aladin.co.kr/product/25594/64/cover/k412735583_1.jpg
9791189571399,F,20,1,0,1,1,0,4,어리석은 자의 독 :우사미 마코토 장편소설,https://image.aladin.co.kr/product/25858/8/cover/k492737363_1.jpg
9791191467024,F,40,1,0,1,0,0,16,나쁜 아이들 =The gone child,https://image.aladin.co.kr/product/26541/45/cover/k392738733_2.jpg
9788962632163,F,40,0,0,1,1,1,10,부정성 편향 :어떻게 이용하고 극복할 것인가,https://image.aladin.co.kr/product/25921/79/cover/8962632160_1.jpg
9788935213405,F,8,0,0,1,1,1,4,조금 알고 적당히 모르는 오십이 되었다 :「척」에 숨긴 내 마음을 드러내는 시간,https://image.aladin.co.kr/product/26294/86/cover/8935213403_1.jpg
9791191209556,F,14,0,0,1,1,0,18,잊혀진 여성들 :우리가 꼭 기억해야 할 12인의 위인들,https://image.aladin.co.kr/product/25871/45/cover/k312737463_1.jpg
9791189623050,F,14,1,0,1,1,0,18,죽으려고 살기를 그만두었다,https://image.aladin.co.kr/product/26563/82/cover/k052738039_2.jpg
9791196448646,F,20,0,0,1,1,0,1,험한 세상을 살아가는 그대에게 :여성을 지킬 최소한의 법률상식,https://image.aladin.co.kr/product/17815/13/cover/k302534327_2.jpg
9791160321142,F,40,0,0,1,0,0,2,맛있는 우동 한 그릇 :쉽게 만들어 근사하게 즐기는 우동 맛집 레시피,https://image.aladin.co.kr/product/26010/3/cover/k752737421_1.jpg
9788950993535,F,40,0,0,1,0,1,8,"김찬용의 아트 내비게이션 =인상파부터 현대미술까지, 최단 거리 미술사 여행 /Art navigation",https://image.aladin.co.kr/product/26076/82/cover/8950993538_1.jpg
9791189437138,F,40,0,0,1,0,0,3,(그림으로 배우는) 윈-윈 협상법 :협상 여정을 위한 일곱 가지 지침,https://image.aladin.co.kr/product/21039/8/cover/k572636572_1.jpg
9791196861117,F,8,0,0,1,0,0,8,영어 잘하는 사람들의 작은 습관,https://image.aladin.co.kr/product/23133/19/cover/k912637709_1.jpg
9788969930378,F,40,0,0,1,1,0,15,요즘×레토르트,https://image.aladin.co.kr/product/26254/60/cover/896993037x_1.jpg
9788965183273,F,40,0,0,1,0,1,2,샌드위치의 모든 것 =인기 있는 샌드위치 맛집 쿠클 레시피 /Everything of sandwich,https://image.aladin.co.kr/product/26066/56/cover/8965183278_1.jpg
9788968332845,F,40,1,0,1,1,1,7,방구석 미술관,https://image.aladin.co.kr/product/25566/91/cover/8968332843_2.jpg
9791165880057,F,40,1,0,1,1,0,9,막대기랑 돌멩이랑,https://image.aladin.co.kr/product/24322/5/cover/k192630695_1.jpg
9791165880392,F,40,0,0,1,1,1,13,이 동네는 처음이라,https://image.aladin.co.kr/product/25726/86/cover/k582736870_1.jpg
9791197320439,F,40,0,0,1,0,1,8,연중무휴의 사랑 :나와 당신을 감싼 여러 겹의 흔적들,https://image.aladin.co.kr/product/26543/68/cover/k742738838_1.jpg
9788931590388,M,40,0,0,1,0,0,4,나의 소중한 파올라 레이나를 위하여 :예쁜손뜨개의 인형 옷·소품 DIY,https://image.aladin.co.kr/product/25655/33/cover/8931590385_1.jpg
9788934981732,M,20,1,0,1,0,0,10,"초공간 :평행우주, 시간왜곡, 10차원 세계로 떠나는 과학 오디세이",http://image.aladin.co.kr/product/13145/76/cover/8934981733_1.jpg
9791189683450,F,30,0,0,1,0,0,4,습관의 말들 (큰글자도서) - 단단한 일상을 만드는 소소한 반복을 위하여,https://image.aladin.co.kr/product/25057/37/cover/k622632758_1.jpg
9791189683641,M,40,0,0,1,0,0,16,생각의 말들 :삶의 격을 높이는 단단한 사유를 위하여,https://image.aladin.co.kr/product/24567/40/cover/k812631973_1.jpg
9791189683405,M,14,0,0,1,0,0,18,배려의 말들 :마음을 꼭 알맞게 쓰는 법,https://image.aladin.co.kr/product/24133/5/cover/k572639636_1.jpg
9791187120063,F,8,0,0,1,0,0,3,조다윗 선교사의 세계와 시대읽기 - 2018 개정판,https://bookthumb-phinf.pstatic.net/cover/139/111/13911114.jpg?type=m1&udate=20180815
9791189584924,F,40,1,0,1,0,0,7,어른의 습관 :삶의 뿌리가 되는 소소한 지혜,https://image.aladin.co.kr/product/25686/28/cover/k282735345_1.jpg
9791186797761,F,30,1,1,1,1,0,17,아이코 내 코 =주윤희 그림책 /Where\'s my nose,http://image.aladin.co.kr/product/11189/87/cover/k042531282_1.jpg
9791191056358,F,30,1,0,1,1,1,1,변두리 로켓 :가우디 프로젝트,https://image.aladin.co.kr/product/25809/45/cover/k222736332_1.jpg
9791156333265,F,40,0,0,1,0,0,18,10대를 위한 나의 첫 고전읽기 수업,https://image.aladin.co.kr/product/25967/84/cover/k842738284_1.jpg
9791156332732,F,8,1,0,1,0,0,9,(10대를 위한) 나의 첫 과학책 읽기 수업,https://image.aladin.co.kr/product/19832/25/cover/k942636213_1.jpg
9791191056273,F,40,1,0,1,0,1,16,변두리 로켓,https://image.aladin.co.kr/product/25540/92/cover/k372633325_1.jpg
9791158491307,F,40,1,0,1,1,1,16,걷다 느끼다 쓰다 :전문성과 대중성을 겸비한 글쓰기 수업,https://image.aladin.co.kr/product/24102/86/cover/k402639530_1.jpg
9791196853112,F,30,1,0,1,1,1,16,무작정 시작하는 책쓰기 :예비작가를 위한 책쓰기 가이드 A to Z,https://image.aladin.co.kr/product/24364/34/cover/k472630115_1.jpg
9791158362126,F,40,1,1,1,1,1,3,4학년 5반 불평쟁이들 :전은지 동화,https://image.aladin.co.kr/product/25655/41/cover/k582735142_1.jpg
9791130632032,F,40,1,0,1,1,1,8,"주식하는 마음 :주식투자의 운과 실력, 결국은 마음이다!",https://image.aladin.co.kr/product/25449/1/cover/k342633513_1.jpg
9791197227585,F,30,0,0,1,0,0,3,그럼에도 웃는 엄마,https://bookthumb-phinf.pstatic.net/cover/180/039/18003939.jpg?type=m1&udate=20210218
9791160262063,M,50,1,0,1,1,0,14,우리의 정류장과 필사의 밤 :김이설 소설,https://image.aladin.co.kr/product/25350/53/cover/k322633600_1.jpg
9788949102542,F,20,1,0,1,1,1,19,그들은 결국 브레멘에 가지 못했다,https://image.aladin.co.kr/product/25519/78/cover/8949102544_1.jpg
9788901245713,F,40,1,0,1,1,0,2,(위기의 시대) 돈의 미래 :세계 3대 투자자 짐 로저스가 말하는 새로운 부의 흐름,https://image.aladin.co.kr/product/25647/6/cover/890124571x_1.jpg
9788931461794,M,40,0,0,1,1,0,8,와인 폴리 :매그넘 에디션,https://image.aladin.co.kr/product/22267/40/cover/8931461798_1.jpg
9791130632759,F,40,0,0,1,0,0,12,다가온 미래 :포스트 코로나 시대를 구원할 파괴적 기술 25,https://image.aladin.co.kr/product/25604/42/cover/k962735118_1.jpg
9791157844692,F,14,0,0,1,1,1,6,불안한 것이 당연합니다 :어른을 위한 단단한 마음 수업,https://image.aladin.co.kr/product/25793/78/cover/k602736813_1.jpg
9788954677073,F,50,0,0,1,1,0,4,염증 없는 식사 :내 몸에 맞는 음식을 찾아가는 법,https://image.aladin.co.kr/product/26245/83/cover/895467707x_1.jpg
9788969930231,F,14,0,0,1,0,0,3,한입에 베지누들 - 한 달 -5kg! 맛있는 채소 다이어트,https://image.aladin.co.kr/product/18935/95/cover/896993023x_1.jpg
9791187903253,F,40,1,0,1,0,0,17,나는 설탕으로 만들어지지 않았다,https://image.aladin.co.kr/product/19241/95/cover/k982635107_1.jpg
9791189653095,F,40,1,0,1,0,0,2,오늘 저녁은 채소 요리 먹자 :감칠맛·식감·영양소를 끌어올리는 최강 채소 레시피 152,https://image.aladin.co.kr/product/18559/49/cover/k342635768_1.jpg
9791163400493,F,40,0,0,1,1,0,8,징그럽지만 왠지 귀여운 생물도감 - 생물의 겉모습 뒤에 숨겨진 깜짝 반전 매력!,https://image.aladin.co.kr/product/26075/60/cover/k552737152_1.jpg
9788950992729,F,14,0,0,1,0,0,18,인 더 게임 1 - 힌덴버그와 블랙박스,https://image.aladin.co.kr/product/26179/17/cover/8950992728_1.jpg
9791164137374,F,40,0,0,1,0,0,18,기묘한 모모 한약방 1 - 필요하니? 퇴마봉충산,https://image.aladin.co.kr/product/26179/36/cover/k672737453_2.jpg
9791164137435,F,40,0,0,1,0,0,2,에그박사 3 - 자연 생물 관찰 만화,https://image.aladin.co.kr/product/26236/31/cover/k012738287_1.jpg
9788954658263,F,40,0,0,1,1,1,17,허구의 삶 :이금이 장편소설,https://image.aladin.co.kr/product/21423/2/cover/8954658261_1.jpg
9791190908634,F,40,1,0,1,1,1,8,좋은 사람에게만 좋은 사람이면 돼,https://image.aladin.co.kr/product/24790/60/cover/k652632615_2.jpg
9791170400363,F,40,0,0,1,1,1,17,"안녕, 나의 작은 테이블이여",https://image.aladin.co.kr/product/25901/12/cover/k782737879_1.jpg
9788901230665,F,40,1,0,1,0,0,9,핸드백 대신 배낭을 메고 :소설가의 활력 갱생 에세이,https://image.aladin.co.kr/product/19002/61/cover/8901230666_1.jpg
9788950991678,F,30,1,0,1,1,1,4,"책, 이게 뭐라고",https://image.aladin.co.kr/product/25099/86/cover/8950991675_2.jpg
9791196711184,M,14,0,0,1,0,1,2,"마흔, 계속 이렇게 살 수 없다는 당신에게",https://image.aladin.co.kr/product/21176/96/cover/k502636985_1.jpg
9791196812645,F,8,1,0,1,0,0,4,어른이 되지 못하고 어른으로 산다는 것 :박수정 산문집,https://image.aladin.co.kr/product/24203/83/cover/k542630767_1.jpg
9788990982926,F,14,0,0,1,0,0,16,그 시절 우리는 바보였습니다,https://image.aladin.co.kr/product/25305/88/cover/8990982928_1.jpg
9791189932961,F,40,0,0,1,0,0,1,보이지 않는 잉크,https://image.aladin.co.kr/product/26403/20/cover/k012738323_1.jpg
9791187949305,M,50,1,0,1,0,0,1,세상에 나쁜 사람은 없다 :손바닥에 쓴 소설,https://image.aladin.co.kr/product/17869/8/cover/k322534732_1.jpg
9791164387380,F,40,0,0,1,1,0,5,신비아파트 한자 귀신 13 - 타락한 신선,https://image.aladin.co.kr/product/25660/89/cover/k842735249_1.jpg
9791164386994,M,8,0,0,1,1,0,5,신비아파트 한자 귀신 11 - 악귀의 노래,https://image.aladin.co.kr/product/24699/9/cover/k872631412_1.jpg
9788933871553,F,8,1,0,1,1,1,1,모래알만 한 진실이라도 :박완서 에세이,https://image.aladin.co.kr/product/25964/44/cover/8933871551_1.jpg
9791190403788,F,14,1,0,1,0,0,11,치즈 맛이 나니까 치즈 맛이 난다고 했을 뿐인데,https://image.aladin.co.kr/product/25045/98/cover/k542632023_1.jpg
9791191187564,F,40,1,0,1,0,1,1,정확하고 완전한 사랑의 기억,https://image.aladin.co.kr/product/26113/74/cover/k752737256_1.jpg
9791164387175,M,40,0,0,1,1,0,5,신비아파트 한자 귀신 12 - 영혼이 모이는 동굴,https://image.aladin.co.kr/product/25225/77/cover/k312633908_1.jpg
9791191332049,F,40,0,0,1,0,0,1,학교사회복지사 업무일지 :코로나19 상황 속 학교사회사업 실천과 성찰,https://bookthumb-phinf.pstatic.net/cover/179/368/17936850.jpg?type=m1
9791188244621,F,40,0,0,1,0,1,10,여전히 가족은 어렵습니다만,https://image.aladin.co.kr/product/26296/97/cover/k972738793_1.jpg
9791155503119,F,14,0,0,1,0,0,12,대만의 역사와 정체성을 찾아서 :대만의식과 대만문화,https://image.aladin.co.kr/product/26359/42/cover/k892738129_1.jpg
9791160805390,F,40,1,0,1,1,1,4,기록하기로 했습니다 :잊지 않으려고 시작한 매일의 습관,https://image.aladin.co.kr/product/25967/85/cover/k532738184_2.jpg
9791188613182,F,40,0,0,1,0,0,9,"내가 좋아하는 것들, 제주",https://image.aladin.co.kr/product/26249/73/cover/k762738481_1.jpg
9791196856489,F,14,0,0,1,1,0,1,소년과 개,https://image.aladin.co.kr/product/26257/4/cover/k782738486_2.jpg
9791190123877,F,40,1,0,1,0,0,6,"이토록 재미난 집콕 독서 :느긋하고 경쾌하게, 방구석 인문학 여행",https://image.aladin.co.kr/product/24606/62/cover/k942631177_1.jpg
9791191308006,M,14,0,0,1,1,1,16,"(유튜브 직방TV <빅데이터의 신> 삼토시가 찾아낸) 앞으로 5년, 집을 사고팔 타이밍은 정해져 있다",https://image.aladin.co.kr/product/25893/67/cover/k802737770_1.jpg
9791197227592,F,40,0,0,1,0,0,4,(체념한 당신이 놓치고 있는) 서울아파트 2급지의 비밀 :부린이를 위한 실전 부동산,https://image.aladin.co.kr/product/26079/0/cover/k252737155_1.jpg
9791165214517,F,40,0,0,1,1,1,4,"그래도 아파트를 사세요 :잠실, 수서, 개포에 아파트를 갖기까지 100번 넘는 답사로 쌓은 부동산 인사이트",https://image.aladin.co.kr/product/26258/26/cover/k682738487_1.jpg
9791158362157,F,8,0,0,1,0,0,1,나는 강물처럼 말해요,https://image.aladin.co.kr/product/26055/63/cover/k402737059_1.jpg
9788964361634,F,14,1,0,1,0,0,9,회색인의 자장가 :내 아버지 최인훈과 함께했던 날들,https://image.aladin.co.kr/product/19881/3/cover/8964361636_2.jpg
9788988964521,F,40,1,1,1,1,1,19,(초등독서력 키우는) 읽기놀이 일 년 열두 달,https://image.aladin.co.kr/product/25946/57/cover/8988964527_1.jpg
9788936459413,F,20,1,1,1,1,1,16,내일을 위한 내 일 :이다혜 인터뷰집,https://image.aladin.co.kr/product/25967/85/cover/8936459414_1.jpg
9788967358426,F,40,0,0,1,0,0,9,매우 혼자인 사람들의 일하기 :비대면 시대에 우리가 일하는 방법,https://image.aladin.co.kr/product/25653/54/cover/8967358423_1.jpg
9788950993023,F,40,0,0,1,0,0,4,오늘의 SF #2,https://image.aladin.co.kr/product/25684/7/cover/8950993023_1.jpg
9791187141440,F,40,0,0,1,0,0,8,신학과 철학,https://image.aladin.co.kr/product/19478/79/cover/k202635727_1.jpg
9791187141457,F,40,0,0,1,0,0,2,신학과 철학,https://image.aladin.co.kr/product/19478/84/cover/k452635727_1.jpg
9791190489294,F,14,1,0,1,1,1,12,탄금 :장다혜 장편소설,https://image.aladin.co.kr/product/26317/84/cover/k692738826_1.jpg
9788955825893,F,40,0,0,1,1,0,13,설날,https://image.aladin.co.kr/product/26034/18/cover/8955825897_1.jpg
9791158161255,F,30,1,0,1,1,1,4,2인조 :이석원 산문,https://image.aladin.co.kr/product/25695/22/cover/k512736562_1.jpg
9791190422536,F,8,0,0,1,0,0,12,"페미니스트 비긴스 :무엇이 그들을 바꾸었고, 그들은 무엇을 바꾸고 있는가",https://image.aladin.co.kr/product/25755/10/cover/k842736108_1.jpg
9788959406975,F,30,1,0,1,1,0,12,다른 게 아니라 틀린 겁니다 :괄호 안의 불의와 싸우는 법,https://image.aladin.co.kr/product/19183/79/cover/895940697x_1.jpg
9791156333081,F,40,0,0,1,0,0,18,"또, 먹어버렸습니다 :참다 참다 폭식하는 그 마음",https://image.aladin.co.kr/product/25967/84/cover/k682737958_1.jpg
9791197221972,F,8,0,0,1,0,1,4,살리는 일 :동물권 에세이,https://image.aladin.co.kr/product/25756/2/cover/k242736109_1.jpg
9791165794002,F,20,0,0,1,1,0,6,코드네임 C,https://image.aladin.co.kr/product/26244/96/cover/k672738385_1.jpg
9791190582308,F,14,1,0,1,1,1,9,키르케 :매들린 밀러 장편소설,https://image.aladin.co.kr/product/24108/65/cover/k482639535_1.jpg
9791187064602,F,40,0,0,1,0,0,10,"보부아르, 여성의 탄생",https://image.aladin.co.kr/product/26266/52/cover/k832738584_1.jpg
9788954676137,F,40,0,0,1,0,0,11,케이크 =집에서 만드는 근사한 케이크 62가지 /Cake,https://image.aladin.co.kr/product/25819/7/cover/8954676138_1.jpg
9791187886600,F,8,0,0,1,1,1,4,책에 갇히다 :책과 서점에 관한 SF 앤솔러지,https://bookthumb-phinf.pstatic.net/cover/176/641/17664109.jpg?type=m1&udate=20210129
9791190555340,M,40,0,0,1,1,0,14,돈가스의 기술 :도쿄 맛집 여덟 곳의 특급 레시피,https://image.aladin.co.kr/product/25787/37/cover/k102736818_1.jpg
9791189096182,F,40,0,0,1,0,0,18,호빵책 : 디 아카이브 Since 1971 - 삼립호빵 브랜드북,https://image.aladin.co.kr/product/25869/4/cover/k782737460_1.jpg
9791191308273,F,40,0,0,1,0,0,15,"십 년 가게와 마법사들 1 - 트루, 다시 만드는 마법사",https://image.aladin.co.kr/product/26236/49/cover/k932738388_1.jpg
9791191119848,F,8,0,0,1,0,0,3,그냥 좋으니까 좋아 :지금 이 순간의 내 행복,https://image.aladin.co.kr/product/25748/1/cover/k292736002_1.jpg
9791190582377,F,14,0,0,1,0,0,18,아버지의 레시피 :딸에게만 알려주고 싶었던 비밀,https://image.aladin.co.kr/product/25727/70/cover/k272736871_1.jpg
9788901243658,F,8,1,0,1,1,1,18,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업,https://image.aladin.co.kr/product/24368/89/cover/8901243652_1.jpg
9788931589382,M,40,0,0,1,0,0,3,만화로 쉽게 배우는 열역학,https://image.aladin.co.kr/product/24078/43/cover/8931589387_1.jpg
9788931589009,M,40,0,0,1,0,0,3,만화로 쉽게 배우는 재료역학,https://image.aladin.co.kr/product/23312/35/cover/893158900x_1.jpg
9791164137381,F,40,0,0,1,0,0,14,낭만찐빵 - 겨울,https://image.aladin.co.kr/product/26174/46/cover/k142737450_1.jpg
9788901245324,F,40,1,1,1,1,1,13,내 멋대로 슈크림빵 :김지안 그림책,https://image.aladin.co.kr/product/25232/16/cover/8901245329_1.jpg
9788968040252,F,14,0,0,1,0,0,9,가정교육 :9세 이하 어린이들의 훈련과 교육,https://image.aladin.co.kr/product/17671/82/cover/8968040257_1.jpg
9791190300803,F,40,1,1,1,1,1,13,책 먹는 도깨비 얌얌이,https://image.aladin.co.kr/product/24790/60/cover/k592633473_1.jpg
9791130633909,M,8,1,0,1,1,0,4,101가지 흑역사로 읽는 세계사 :대공황의 판자촌에서 IS의 출현까지,https://image.aladin.co.kr/product/25946/31/cover/k452737704_2.jpg
9788965483809,F,14,1,0,1,0,0,8,미지의 파랑,https://image.aladin.co.kr/product/24940/39/cover/8965483808_1.jpg
